NaN^NaN^jN8tFVrxvn_NyQhafHPEmg^Hyattsville, MD 20783^['University of Maryland - College Park']^-76.971244812^NaN^NaN^NaN^True^['Makeup Artists', 'Beauty and Spas']^http://s3-media2.ak.yelpcdn.com/bphoto/3l3SYvzOKiKnvK6haDoI4g/ms.jpg^Hyattsville^3^Storm Jordan Productions^[]^http://www.yelp.com/biz/storm-jordan-productions-hyattsville^NaN^NaN^MD^5.0^38.9943725621^business^NaN
NaN^NaN^7QNzak_Hn1xqq2fcRFnljg^Blacksburg, VA 24061^['Virginia Tech']^-80.4340429^NaN^NaN^NaN^True^['Colleges & Universities', 'Education']^http://s3-media3.ak.yelpcdn.com/bphoto/hkDzkCxJZ5arOJDozUjXGg/ms.jpg^Blacksburg^5^Virginia Polytechnic Institute and State University^[]^http://www.yelp.com/biz/virginia-polytechnic-institute-and-state-university-blacksburg^NaN^NaN^VA^4.5^37.2261949^business^NaN
NaN^NaN^7WproNY9yxW6p2R3gn6Euw^Champaign, IL 61820^['University of Illinois - Urbana-Champaign']^-88.2412504^NaN^NaN^NaN^True^['Hotels & Travel', 'Taxis', 'Transportation']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Champaign^4^C-U Taxi^[]^http://www.yelp.com/biz/c-u-taxi-champaign^NaN^NaN^IL^2.5^40.1063691^business^NaN
NaN^NaN^NbHhvYX2yk8sNRsNR2wL6A^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Pet Services', 'Pet Training', 'Pets']^http://s3-media4.ak.yelpcdn.com/bphoto/3MoIEP5zw9br1cLGdIlY-A/ms.jpg^San Luis Obispo^3^Canine Tutors Dog Training^[]^http://www.yelp.com/biz/canine-tutors-dog-training-san-luis-obispo^NaN^NaN^CA^2.5^35.2827524^business^NaN
NaN^NaN^ItB4MzEK8bZae3FdmqZSsQ^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Local Services', 'Carpet Cleaning']^http://s3-media1.ak.yelpcdn.com/bphoto/BjsVG4zMyvh2HXguIeR9tw/ms.jpg^Claremont^4^Good Faith Carpet Cleaning^[]^http://www.yelp.com/biz/good-faith-carpet-cleaning-claremont^NaN^NaN^CA^5.0^34.0966764^business^NaN
NaN^NaN^AbB1MOLe_qylcAoRZMe1UA^Mountain View, CA 94309^['Stanford University']^-122.17^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Mountain View^6^Jay Tsai Photography^[]^http://www.yelp.com/biz/jay-tsai-photography-mountain-view^NaN^NaN^CA^5.0^37.42^business^NaN
NaN^NaN^x93OG15S1uAkHknrTg5_Jw^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Local Services', 'Pest Control']^http://s3-media2.ak.yelpcdn.com/bphoto/IVxxv0LJ_t6ymdNiIUR4Mw/ms.jpg^Claremont^2^Bee Removers^[]^http://www.yelp.com/biz/bee-removers-claremont^NaN^NaN^CA^3.0^34.0966764^business^NaN
NaN^NaN^3J9sNtEsONIL-F2tQHfTUg^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Photographers', 'Videographers', 'Event Planning & Services']^http://s3-media3.ak.yelpcdn.com/bphoto/Q7m5BEjBKGKmI5oTAm9zlQ/ms.jpg^San Luis Obispo^3^Ely Roberts Photography^[]^http://www.yelp.com/biz/ely-roberts-photography-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^W_qugmWCqPjAhqgiDO1rPg^Ithaca, NY 14850^['Cornell University']^-76.5257007^NaN^NaN^NaN^True^['Arts & Entertainment', 'Psychics & Astrologers']^http://s3-media3.ak.yelpcdn.com/bphoto/8CL5lCl_T_B3p05g0OLQGQ/ms.jpg^Ithaca^2^Throne of Osiris Tarot Lessons & Readings^[]^http://www.yelp.com/biz/throne-of-osiris-tarot-lessons-and-readings-ithaca^NaN^NaN^NY^5.0^42.435511^business^NaN
NaN^NaN^apSX0LOOOVH-W9EqpdoFmQ^Chapel Hill, NC 27515^['University of North Carolina - Chapel Hill']^-79.0563^NaN^NaN^NaN^True^['Active Life', 'Parks']^http://s3-media4.ak.yelpcdn.com/bphoto/yDs2o-0zhelgXFBqNy7beA/ms.jpg^Chapel Hill^8^Bolin Creek Greenway^[]^http://www.yelp.com/biz/bolin-creek-greenway-chapel-hill^NaN^NaN^NC^4.0^35.9131^business^NaN
NaN^NaN^9rdigHXd49AKYopcG9-Mnw^Stanford, CA 94305^['Stanford University']^-122.163949^NaN^NaN^NaN^True^['Event Planning & Services', 'Party & Event Planning']^http://s3-media3.ak.yelpcdn.com/bphoto/KgHjRHbJb4iTVqEDJlysVQ/ms.jpg^Stanford^48^Stanford's Bartender^[]^http://www.yelp.com/biz/stanfords-bartender-stanford-3^NaN^NaN^CA^5.0^37.421262^business^NaN
NaN^NaN^38nA0fIJMCj2EoLpAcPj2Q^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Barbeque', 'Restaurants']^http://s3-media1.ak.yelpcdn.com/bphoto/a1yZOt5ZSFk5ToUQav1J0A/ms.jpg^San Luis Obispo^4^Dickies BBQ^[]^http://www.yelp.com/biz/dickies-bbq-san-luis-obispo^NaN^NaN^CA^3.5^35.2827524^business^NaN
NaN^NaN^_r0Smq2oJAU4PYdsczk7XA^Troy, NY 12180^['Rensselaer Polytechnic Institute']^-73.6917851^NaN^NaN^NaN^True^['Active Life', 'Trainers', 'Fitness & Instruction']^http://s3-media1.ak.yelpcdn.com/bphoto/YcWAoo7hrixQSnse_MGIqA/ms.jpg^Troy^4^Conscious Movements^[]^http://www.yelp.com/biz/conscious-movements-troy-2^NaN^NaN^NY^5.0^42.7284117^business^NaN
NaN^NaN^7R0qrKQbwkbRQNFGc5tDcQ^Palo Alto, CA 94309^['Stanford University']^-122.17^NaN^NaN^NaN^False^['Local Services', 'Child Care & Day Care']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Palo Alto^3^Professorville Drop-In^[]^http://www.yelp.com/biz/professorville-drop-in-palo-alto^NaN^NaN^CA^1.0^37.42^business^NaN
NaN^NaN^rYkRvdxHDtRD7EddbIiFKg^Princeton, NJ 08544^['Princeton University']^-74.6561453^NaN^NaN^NaN^True^['Mass Media', 'Radio Stations']^http://s3-media4.ak.yelpcdn.com/bphoto/q1EVv80adtVIV9DuMIvQ4w/ms.jpg^Princeton^7^WPRB 103.3 FM^[]^http://www.yelp.com/biz/wprb-103-3-fm-princeton^NaN^NaN^NJ^5.0^40.3410101^business^NaN
NaN^NaN^c_yxtSZNaxXAekgAPNW0Cg^Ithaca, NY^['Cornell University']^-76.49167^NaN^NaN^NaN^True^['Local Flavor']^http://s3-media4.ak.yelpcdn.com/bphoto/z803HPd76KyUaj_GXNQbUQ/ms.jpg^Ithaca^4^Ithaca Falls^[]^http://www.yelp.com/biz/ithaca-falls-ithaca^NaN^NaN^NY^4.5^42.45288^business^NaN
NaN^NaN^Syiv-lUfj0iScV4Aw9yWaA^Albany, NY 12198^['Rensselaer Polytechnic Institute']^-73.6418473^NaN^NaN^NaN^True^['Pet Services', 'Pets']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Albany^3^20 Toes Cat Sitting^[]^http://www.yelp.com/biz/20-toes-cat-sitting-albany^NaN^NaN^NY^5.0^42.6762253^business^NaN
NaN^NaN^XdZMqJbl-oWA_x0F_q5I_A^Princeton, NJ 08544^['Princeton University']^-74.6561453^NaN^NaN^NaN^True^['Arts & Entertainment', 'Art Galleries', 'Shopping']^http://s3-media4.ak.yelpcdn.com/bphoto/5zLgOMHQ1YBOJ0M_xMFpkQ/ms.jpg^Princeton^12^Princeton University Art Museum^[]^http://www.yelp.com/biz/princeton-university-art-museum-princeton^NaN^NaN^NJ^4.5^40.3410101^business^NaN
